ID,Seawater,Time,organism,rep1,rep2,rep3,rep4,rep5,rep6,OriSource
Bicine,Natural,3,H,1149.659364,1220.799327,1285.085067,1184.413676,1221.817652,1304.64816,Morris_2013_f1c
Bicine,Natural,6,H,1753.032738,1560.076277,1996.998262,1760.947823,1576.555616,1955.98083,Morris_2013_f1c
Bicine,Natural,10,H,2265.153405,1940.114032,2108.099884,2254.607012,1970.577388,2132.676402,Morris_2013_f1c
Bicine,Natural,15,H,1279.167245,1058.557721,1246.360241,1107.384982,1066.965875,1356.371499,Morris_2013_f1c
Bicine,Natural,20,H,1804.572494,1606.580669,1766.78997,1870.247645,1545.989989,1789.724429,Morris_2013_f1c
Bicine,Natural,25,H,1696.708409,1402.437243,1650.150791,1682.091852,1498.552005,1664.080258,Morris_2013_f1c
Bicine,Natural,30,H,1659.875059,1228.263257,1415.50981,1617.699808,1245.830317,1458.929632,Morris_2013_f1c
Glygly,Natural,0,H,946.6669717,1002.471095,953.2488225,970.7802651,998.8954772,995.3803382,Morris_2013_f1c
Glygly,Natural,1,H,592.631502,706.9543442,580.1903749,586.0859514,722.188977,576.7036786,Morris_2013_f1c
Glygly,Natural,3,H,580.4430228,805.6327877,470.1422566,597.8223422,819.6542305,461.6667914,Morris_2013_f1c
Glygly,Natural,6,H,396.1570902,625.421841,261.9252359,395.5092505,613.4574256,247.4013881,Morris_2013_f1c
Glygly,Natural,10,H,176.2059812,189.5903035,-76.78138099,112.9456328,168.2119232,-58.22549241,Morris_2013_f1c
Glygly,Natural,15,H,-389.8956879,-266.6450713,-345.3527419,-380.5394521,-291.9877799,-339.2862862,Morris_2013_f1c
Glygly,Natural,20,H,-288.6639578,-100.3358585,-120.4563819,-306.4875105,-113.1630593,-203.6613552,Morris_2013_f1c
Glygly,Natural,25,H,-255.0047088,-95.72089905,-130.9328581,-273.997861,-7.233422134,-138.3493968,Morris_2013_f1c
Glygly,Natural,30,H,-448.7100735,-317.3633945,-290.1602007,-412.7634046,-312.5138559,-298.1512104,Morris_2013_f1c
DIPSO,Natural,0,H,872.363747,874.8079708,858.8474989,883.7484903,902.6384906,855.8191395,Morris_2013_f1c
DIPSO,Natural,1,H,2246.068003,2286.165875,2272.801646,2220.87027,2273.803402,2147.698914,Morris_2013_f1c
DIPSO,Natural,3,H,6960.738922,6317.771898,6214.078706,7034.294883,6313.492336,6451.149412,Morris_2013_f1c
DIPSO,Natural,6,H,10596.16308,10074.41001,9606.439608,10389.98377,10011.81034,9637.879122,Morris_2013_f1c
DIPSO,Natural,10,H,16981.55539,14571.47943,15268.43418,17633.65645,15700.0284,15819.42726,Morris_2013_f1c
DIPSO,Natural,15,H,14134.97516,13777.17674,13678.33553,15604.99373,14225.65104,13946.65108,Morris_2013_f1c
DIPSO,Natural,20,H,21760.15463,17346.81915,21322.32029,21519.78634,19735.03717,21252.52704,Morris_2013_f1c
DIPSO,Natural,25,H,21891.85673,19747.09131,21382.5146,21012.25639,19540.08933,20735.86691,Morris_2013_f1c
DIPSO,Natural,30,H,21199.92234,20509.4167,21895.88121,22350.9396,19919.09767,21966.14373,Morris_2013_f1c
MOPS,Natural,0,H,966.4198996,787.5165802,930.9484145,950.7544456,961.1022008,947.9709511,Morris_2013_f1c
MOPS,Natural,1,H,1337.843257,1337.375656,1160.676906,1334.692784,1354.423647,1178.243494,Morris_2013_f1c
MOPS,Natural,3,H,3476.101009,3279.30463,3560.917684,3470.105007,3258.427522,3587.810988,Morris_2013_f1c
MOPS,Natural,6,H,5909.165212,5750.714529,5690.877819,5903.741716,5723.25118,5546.871167,Morris_2013_f1c
MOPS,Natural,10,H,9602.20372,9212.609821,10033.05694,9952.874508,9272.329833,9882.507759,Morris_2013_f1c
MOPS,Natural,15,H,9959.300432,9352.357131,10167.48354,8762.437069,9623.037614,10056.77125,Morris_2013_f1c
MOPS,Natural,20,H,16170.81715,16211.01707,15917.55116,16221.81754,15587.33372,16373.71133,Morris_2013_f1c
MOPS,Natural,25,H,19490.61302,19103.89639,19456.12568,19371.74343,19056.56219,19779.49139,Morris_2013_f1c
MOPS,Natural,30,H,16479.14966,21790.89084,21599.30403,16474.48896,22021.7575,21930.05115,Morris_2013_f1c
Tris,Natural,0,H,974.6110734,561.8602887,955.4467064,976.4047826,937.7839808,956.73741,Morris_2013_f1c
Tris,Natural,1,H,728.7129194,712.945861,661.4431906,692.0101253,729.0724796,688.1733765,Morris_2013_f1c
Tris,Natural,3,H,969.9523845,935.4432787,921.1059532,989.1837286,947.6040423,941.4753405,Morris_2013_f1c
Tris,Natural,6,H,1099.342524,1007.849466,1014.021902,1117.081626,1016.15831,1013.915481,Morris_2013_f1c
Tris,Natural,10,H,1132.052941,888.1068145,905.3402229,1044.210929,1128.705574,854.383571,Morris_2013_f1c
Tris,Natural,15,H,595.7059406,380.9284912,388.3611137,621.356934,408.7311445,419.4429892,Morris_2013_f1c
Tris,Natural,20,H,1190.361941,674.7302025,796.7956904,1066.43714,707.533999,862.0889919,Morris_2013_f1c
Tris,Natural,25,H,1045.652364,570.6416804,813.1731781,1041.255561,545.4531633,838.2202353,Morris_2013_f1c
Tris,Natural,30,H,825.7229371,339.0724476,649.2426461,819.3427181,277.4246544,668.3947474,Morris_2013_f1c
